V001_StudentID,V002_MatriculaID,V003_CohorteIngreso,V004_AnioIngreso,V005_SemestreIngreso,V006_Edad,V007_Genero,V008_Distrito,V009_NivelSocioeconomico,V010_ColegioProc,V011_TipoIngreso,V012_Facultad,V013_Carrera,V014_CicloActual,V015_CreditosAprobados,V016_CreditosCicloActual,V017_PPA,V018_PPC,V019_CursosDesaprobadosHist,V020_CursosRepetidosActual,V021_TasaAprobacionHist,V022_EstadoMatricula,V023_PensionMensual,V024_BecaTipo,V025_BecaMonto,V026_MoraPensionDias,V027_DeudaPendienteMatricula,V028_TrabajaActualmente,V029_IngresoLaboralMensual,V030_HorasTrabajoSemana,V031_TasaAsistenciaPct,V032_HorasEstudioSemana,V033_HorasLMS_Semana,V034_AccesosLMS_Semana,V035_TareasEntregadasPct,V036_ParticipacionForos,V037_VisitasBiblioteca_Mes,V038_VisitasTutoria,V039_ActividadesExtracurr,V040_GruposEstudio,V041_IndiceBienestarMental,V042_IndiceBienestarFisico,V043_VisitasPsicologia,V044_VisitasCentroSalud,V045_IndiceEstresPercibido,V046_SatisfaccionGeneral,V047_SatisfaccionDocentes,V048_SatisfaccionServicios,V049_NPS_Universidad,V050_UsoAppUPIE,V051_SesionesApp_Semana,V052_MinutosVideo_Semana,V053_TokensForoTexto,V054_SentimientoForoNLP,V055_RatioAlumnoDocente,V056_TamañoClase,V057_DocentesTCpct,V058_ConveniosEmpresa,V059_PracticasProfesionales,V060_OfertaPracticasRecibidas,V061_MentoriaSesiones,V062_ServiciosCarreraUso,V063_TasaEmpleabilidadCarrera,V064_SalarioPrimerEmpleo,V065_RedExalumnosActivo,V066_DonacionEgresado,V067_RiesgoDesercionPCA1,V068_EmbeddingSimilitudEstudiante,V069_InstrumentoPandemia,V070_DriftScoreCohorte,V071_FoldCV_K5,V072_ConfidenceScoreDesercion,V073_PesoSMOTE_Desercion,V074_SHAP_MoraPension,V075_DesercionBinario,V076_RiesgoAcademicoAlto,V077_SegmentoRetencion,V078_TutoriasRecomendadas
UPIE-05954,MAT-05954,2023-I,2023,I,32,F,Otro,B,Privado,Traslado externo,Ingeniería,Ing. Sistemas,8,126,13,16.05,10.19,0,0,1.0,Desertor,2418.5,Sin beca,0.0,15,777.56,0,0.0,0,66.1,13.1,3.3,15,99.8,2,3,1,2,0,61.3,80.4,0,0,57.9,77.3,68.2,60.3,27,0,0,267.4,59,0.4673,24.9,30,0.393,17,1,2,2,0,0.913,0.0,1,582.54,0.0335,0.6165,0,0.0782,3,0.5171,5.0,0.008,0,0,En seguimiento,1
UPIE-05955,MAT-05955,2022-II,2022,II,44,F,Jesús María,D,Nacional,Beca PRONABEC,Ingeniería,Ing. Electrónica,4,64,16,11.77,15.27,5,0,0.803,Reserva,351.82,Sin beca,0.0,120,1349.91,1,2089.97,32,69.1,29.8,6.0,9,79.3,5,2,0,0,1,54.5,90.2,0,2,19.6,42.8,69.4,74.2,69,0,0,33.4,106,-0.1822,21.5,34,0.705,1,1,1,2,0,0.635,0.0,1,321.79,0.0087,0.7048,0,0.1189,4,0.704,1.0,0.6122,1,0,En crisis,4
UPIE-05956,MAT-05956,2023-I,2023,I,32,M,Otro,B,Privado,Directivo,Arquitectura,Arquitectura,10,140,13,8.33,13.57,3,1,0.683,Activo,2325.63,Beca parcial,768.95,30,2711.01,0,0.0,0,78.3,14.0,1.2,7,64.4,1,2,4,3,0,73.2,77.9,3,2,51.1,85.6,61.0,62.8,27,1,9,388.9,53,0.5595,30.8,46,0.359,14,1,1,0,1,0.613,0.0,1,290.4,-0.0486,0.6908,0,0.0674,0,0.608,1.0,0.1449,0,1,Vulnerable,2
UPIE-05957,MAT-05957,2018-I,2018,I,49,M,San Borja,A,Privado,Traslado externo,Arquitectura,Diseño Interior,5,83,15,11.83,16.13,3,0,0.793,Separado,3933.37,Convenio,1766.22,0,0.0,1,3499.88,20,94.4,16.0,5.7,9,89.4,3,0,4,0,1,58.4,93.6,1,3,82.9,56.2,73.4,100.0,13,1,5,25.1,58,0.4456,34.2,24,0.449,11,0,0,1,1,0.775,0.0,0,0.0,0.0248,0.6396,0,0.0782,1,0.5725,1.0,-0.0195,1,0,En seguimiento,2
UPIE-05958,MAT-05958,2017-II,2017,II,30,F,Pueblo Libre,C,Nacional,Examen regular,Humanidades,Traducción,2,31,13,17.6,18.07,0,0,0.906,Egresado,1133.94,Sin beca,0.0,180,5378.56,0,0.0,0,68.7,10.6,9.2,16,88.3,1,1,0,1,0,78.0,78.7,0,0,24.8,88.3,49.3,60.8,88,1,4,54.4,47,0.4382,32.6,18,0.465,14,0,0,2,1,0.503,2346.81,0,0.0,0.007,0.7059,0,0.1737,2,0.5594,1.0,0.8506,1,0,En crisis,2
UPIE-05959,MAT-05959,2019-II,2019,II,31,F,Otro,B,Privado elite,Beca PRONABEC,Ciencias de la Salud,Nutrición,6,99,15,14.41,17.52,0,0,0.894,Activo,2155.13,Sin beca,0.0,0,0.0,1,5575.96,14,89.9,23.2,15.9,25,88.9,2,3,1,4,1,65.4,79.6,3,2,50.1,80.3,95.2,88.2,76,1,6,31.7,61,0.5801,32.4,17,0.734,8,0,0,4,0,0.687,0.0,0,0.0,-0.2256,0.7917,0,0.0967,3,0.6369,1.0,0.0685,0,0,Comprometido,1
UPIE-05960,MAT-05960,2021-I,2021,I,29,F,Magdalena,A,Nacional,Examen regular,Ingeniería,Ing. Electrónica,8,121,18,17.43,15.26,0,0,0.897,Desertor,3333.66,Sin beca,0.0,30,3531.19,0,0.0,0,46.8,22.8,6.7,12,87.5,6,0,1,1,1,72.2,69.8,1,0,35.6,72.1,69.2,51.8,42,0,0,35.4,103,0.7427,25.0,47,0.638,24,0,0,1,1,0.787,0.0,0,0.0,-0.0763,0.7762,1,0.1401,4,0.5857,5.0,0.1514,0,0,En seguimiento,2
UPIE-05961,MAT-05961,2021-I,2021,I,40,M,Los Olivos,B,Privado,Beca PRONABEC,Negocios,Economía,4,68,20,12.46,12.17,0,0,0.867,Egresado,1460.87,Sin beca,0.0,0,0.0,1,2709.59,18,86.1,16.6,9.6,15,79.5,1,2,0,2,1,69.7,48.3,1,0,14.7,65.0,76.0,88.3,18,0,0,86.7,58,0.4058,21.7,48,0.338,20,0,0,3,1,0.816,1302.72,0,0.0,-0.0536,0.6839,1,0.0025,0,0.6912,1.0,0.004,0,0,Comprometido,1
UPIE-05962,MAT-05962,2022-I,2022,I,43,M,San Isidro,C,Nacional,Beca PRONABEC,Humanidades,Comunicaciones,9,149,21,11.44,14.93,4,0,0.792,Activo,1275.38,PRONABEC,1084.07,0,0.0,1,5565.03,32,76.3,11.9,13.3,13,78.4,0,1,2,0,1,88.3,61.1,1,1,56.2,85.1,85.3,82.1,29,0,0,115.4,42,0.4984,19.2,19,0.451,10,0,0,1,1,0.914,0.0,0,0.0,0.0882,0.7383,0,0.3004,1,0.3723,1.0,0.0553,0,0,En seguimiento,1
UPIE-05963,MAT-05963,2023-I,2023,I,23,M,San Borja,C,Privado elite,Examen regular,Ciencias de la Salud,Enfermería,2,31,16,16.1,10.52,0,3,0.97,Activo,1198.93,Sin beca,0.0,0,0.0,0,0.0,0,82.8,7.6,9.3,13,98.7,4,2,1,2,0,69.3,95.7,0,0,54.9,93.1,68.4,75.2,-17,1,8,466.2,72,0.5827,27.5,47,0.656,3,0,0,2,1,0.735,0.0,1,160.34,-0.1017,0.7381,0,0.2129,2,0.5724,1.0,-0.0092,1,0,Comprometido,3
UPIE-05964,MAT-05964,2024-II,2024,II,47,F,Surco,B,Nacional,Traslado externo,Arquitectura,Diseño Interior,8,138,12,10.77,17.79,4,0,0.761,Activo,1280.55,Beca parcial,416.85,0,0.0,0,0.0,0,65.7,22.8,12.0,14,75.1,7,0,4,1,0,60.3,73.4,0,2,50.9,68.0,67.3,36.7,100,1,6,102.6,109,0.4554,29.8,52,0.312,19,1,2,1,0,0.567,0.0,1,195.05,-0.1215,0.6587,0,0.0652,3,0.7249,1.0,-0.0289,1,1,En seguimiento,0
UPIE-05965,MAT-05965,2018-II,2018,II,26,M,Callao,D,Privado,Convenio empresa,Negocios,Economía,4,57,16,13.66,11.99,0,1,0.964,Egresado,437.73,Sin beca,0.0,30,283.62,0,0.0,0,83.4,19.8,11.6,14,100.0,2,2,2,1,1,76.8,75.4,2,0,41.1,69.9,80.0,48.9,83,0,0,202.7,54,0.3652,24.7,34,0.648,6,0,0,1,0,0.666,2503.39,1,363.59,-0.1052,0.7244,0,0.3346,4,0.7382,1.0,0.1424,0,0,Comprometido,4
UPIE-05966,MAT-05966,2023-I,2023,I,44,M,San Miguel,B,Privado,Examen regular,Arquitectura,Arquitectura,1,16,19,14.14,7.35,0,1,0.959,Activo,1339.4,Sin beca,0.0,0,0.0,0,0.0,0,77.6,23.4,7.9,11,79.8,3,1,1,2,1,51.5,71.9,0,1,26.0,92.5,68.4,64.3,12,1,5,76.1,65,0.4683,32.6,29,0.691,19,1,2,1,0,0.551,0.0,0,0.0,-0.0857,0.7508,0,0.0415,0,0.7231,1.0,0.0033,1,0,Comprometido,0
UPIE-05967,MAT-05967,2024-II,2024,II,51,M,Surco,C,Nacional,Examen regular,Ingeniería,Ing. Industrial,10,159,14,13.68,10.38,1,1,0.973,Activo,845.95,Sin beca,0.0,30,537.48,1,2222.52,20,83.8,15.8,7.4,13,99.5,5,6,1,1,1,68.6,75.8,0,2,53.4,98.9,100.0,69.3,86,1,5,125.7,94,0.45,32.8,37,0.643,6,1,3,4,1,0.668,0.0,1,145.52,-0.1742,0.8106,0,0.2795,1,0.5427,1.0,0.1554,0,0,Comprometido,0
UPIE-05968,MAT-05968,2020-I,2020,I,28,M,San Isidro,A,Privado,Directivo,Negocios,Economía,2,30,21,10.79,14.8,2,0,0.815,Activo,1813.89,Sin beca,0.0,0,0.0,0,0.0,0,82.6,12.2,8.2,8,90.4,6,0,2,0,5,69.2,60.8,0,0,73.0,68.6,98.6,71.3,66,0,0,81.3,97,0.4959,28.7,32,0.496,23,0,0,2,0,0.774,0.0,0,0.0,-0.0371,0.5975,1,0.2684,2,0.718,1.0,-0.0346,0,1,En seguimiento,0
UPIE-05969,MAT-05969,2022-II,2022,II,43,M,San Isidro,D,Nacional,Examen regular,Ingeniería,Ing. Sistemas,3,43,17,9.24,14.4,5,0,0.721,Activo,842.53,Beca parcial,375.06,0,0.0,1,1302.23,42,80.8,11.7,5.8,12,76.3,4,0,0,1,4,43.3,91.1,1,2,55.6,79.3,52.5,46.1,18,0,0,82.8,74,0.2492,18.2,45,0.613,19,1,5,1,0,0.594,0.0,0,0.0,-0.0811,0.6457,0,0.1188,3,0.6524,1.0,-0.0018,1,1,Vulnerable,3
UPIE-05970,MAT-05970,2018-I,2018,I,36,M,Jesús María,C,Privado,Examen regular,Derecho,Derecho,6,86,15,15.3,11.62,0,1,0.952,Egresado,1202.29,PRONABEC,1021.95,0,0.0,0,0.0,0,84.0,17.0,14.2,11,95.5,4,1,2,2,0,56.9,49.4,1,1,10.1,63.9,100.0,55.8,54,1,6,89.3,74,0.3089,20.7,28,0.321,9,1,1,2,1,0.785,3397.09,1,127.4,-0.1714,0.6325,0,0.0419,4,0.6845,1.0,-0.0432,0,0,Comprometido,1
UPIE-05971,MAT-05971,2018-II,2018,II,43,M,San Borja,D,Nacional,Convenio empresa,Derecho,Derecho,2,32,16,10.64,11.87,1,2,0.825,Reserva,467.57,Beca parcial,245.78,0,0.0,0,0.0,0,39.2,17.4,9.4,11,87.4,3,2,2,0,1,66.8,90.1,1,3,43.4,53.0,84.5,71.8,44,1,5,101.1,73,0.4274,32.8,31,0.346,11,0,0,4,0,0.683,0.0,0,0.0,-0.0896,0.7315,0,0.2175,0,0.4855,1.0,-0.0824,1,1,En seguimiento,0
UPIE-05972,MAT-05972,2018-I,2018,I,43,F,VES,C,Nacional,Traslado externo,Negocios,Contabilidad,1,17,21,11.28,14.96,1,0,0.963,Activo,915.9,Sin beca,0.0,15,432.16,0,0.0,0,86.1,25.2,1.0,9,91.8,1,3,4,2,2,87.9,84.5,0,2,38.9,72.9,62.1,59.0,-8,1,12,46.4,68,0.7627,25.0,49,0.301,16,0,0,2,1,0.664,0.0,0,0.0,-0.0216,0.7353,0,0.047,1,0.646,1.0,0.0747,0,0,En seguimiento,1
UPIE-05973,MAT-05973,2024-I,2024,I,34,M,La Molina,C,Nacional,Examen regular,Ingeniería,Ing. Civil,6,88,15,12.56,15.66,0,0,0.907,Desertor,1170.25,Sin beca,0.0,0,0.0,1,3009.27,19,86.9,18.6,4.1,9,88.6,5,1,2,2,0,76.3,75.7,1,1,23.9,60.6,63.8,79.1,75,0,0,173.7,89,0.4275,18.6,50,0.343,19,1,1,1,0,0.78,0.0,1,148.44,-0.0795,0.7661,0,0.1821,2,0.5671,5.0,0.0378,0,0,Comprometido,3
UPIE-05974,MAT-05974,2021-II,2021,II,41,F,Callao,A,Nacional,Examen regular,Ciencias de la Salud,Fisioterapia,8,109,13,16.32,17.28,0,0,0.9,Activo,3947.81,PRONABEC,3355.64,0,0.0,1,2074.71,40,46.8,11.7,8.5,13,92.6,4,1,3,6,5,43.0,97.4,0,2,66.8,80.7,58.4,73.7,82,0,0,244.2,83,0.5424,19.5,45,0.743,7,0,0,4,0,0.57,0.0,0,0.0,0.1636,0.6705,1,0.1913,3,0.7485,1.0,0.0442,0,0,En seguimiento,3
UPIE-05975,MAT-05975,2019-II,2019,II,40,M,Otro,C,Nacional,Examen regular,Humanidades,Comunicaciones,2,31,14,14.52,10.86,0,2,0.941,Activo,1566.51,Beca parcial,749.81,90,5287.17,1,1425.24,48,54.3,12.1,6.3,13,97.4,0,4,0,1,1,95.3,68.0,0,0,19.4,69.1,47.9,91.4,79,0,0,112.2,37,0.8488,23.9,23,0.718,7,0,0,1,1,0.862,0.0,0,0.0,-0.0163,0.6499,0,0.1087,4,0.631,1.0,0.5034,0,0,En seguimiento,2
UPIE-05976,MAT-05976,2020-II,2020,II,26,F,SJL,C,Privado elite,Examen regular,Derecho,Derecho,4,62,16,9.88,11.38,3,0,0.845,Activo,1595.25,Beca total,1595.25,0,0.0,0,0.0,0,52.3,21.9,3.0,9,81.3,4,3,0,3,0,67.7,45.9,1,1,53.2,47.9,39.9,80.0,28,1,3,58.2,98,0.5563,28.4,47,0.481,4,0,0,1,0,0.626,0.0,1,56.59,0.0292,0.7687,1,0.1511,0,0.5595,1.0,0.0179,1,1,Vulnerable,3
UPIE-05977,MAT-05977,2020-II,2020,II,25,M,Miraflores,C,Privado elite,Traslado externo,Negocios,Marketing,9,144,14,16.69,13.9,0,0,0.907,Desertor,1294.61,Beca parcial,564.83,0,0.0,0,0.0,0,78.1,8.5,18.2,12,96.6,6,3,4,3,1,53.4,68.9,3,2,62.7,93.2,70.0,74.8,17,1,9,43.4,97,1.0,25.2,42,0.388,0,0,0,2,0,0.603,0.0,0,0.0,-0.1185,0.8217,1,0.0877,1,0.6131,5.0,-0.021,0,0,Comprometido,0
UPIE-05978,MAT-05978,2019-I,2019,I,24,M,Pueblo Libre,C,Nacional,Traslado externo,Ingeniería,Ing. Electrónica,8,123,18,14.35,14.82,0,0,0.977,Egresado,1349.9,Sin beca,0.0,0,0.0,0,0.0,0,83.8,16.3,4.3,13,100.0,3,2,2,2,1,77.2,79.0,0,0,29.4,66.6,88.4,99.7,36,0,0,55.3,70,0.5804,24.4,43,0.646,12,1,1,1,0,0.583,1924.97,0,0.0,-0.2264,0.7503,0,0.1167,2,0.7599,1.0,-0.022,0,0,Comprometido,0
UPIE-05979,MAT-05979,2017-II,2017,II,40,F,Los Olivos,C,Privado,Examen regular,Ciencias de la Salud,Enfermería,6,96,12,18.33,14.51,0,0,0.946,Activo,1345.13,Sin beca,0.0,15,538.25,0,0.0,0,59.1,3.3,3.1,4,81.1,3,2,0,0,1,74.0,56.4,1,1,45.8,71.1,77.0,74.6,66,1,3,208.4,73,0.7952,34.9,51,0.653,1,0,0,2,1,0.689,0.0,0,0.0,-0.0774,0.6243,0,0.0988,3,0.6938,1.0,0.0378,0,0,En seguimiento,0
UPIE-05980,MAT-05980,2023-I,2023,I,40,F,Callao,B,Privado,Examen regular,Negocios,Marketing,1,16,18,15.99,11.1,0,1,1.0,Activo,1876.93,PRONABEC,1595.39,0,0.0,0,0.0,0,61.9,10.1,10.5,11,90.3,3,3,5,1,1,46.2,45.0,0,2,23.2,74.7,60.9,75.7,30,0,0,79.7,78,0.2354,30.4,33,0.617,8,0,0,0,0,0.98,0.0,1,171.16,-0.1506,0.7994,0,0.2065,4,0.361,1.0,0.0882,0,0,En seguimiento,0
UPIE-05981,MAT-05981,2017-I,2017,I,30,M,Otro,C,Privado,Examen regular,Negocios,Marketing,6,82,15,9.46,16.46,3,0,0.843,Reserva,789.45,Sin beca,0.0,0,0.0,1,1173.5,8,64.6,19.7,7.2,19,90.4,4,1,1,1,1,21.5,64.5,1,2,39.5,49.0,58.2,67.8,1,1,5,90.5,90,0.1522,27.7,51,0.433,7,1,4,2,1,0.8,0.0,1,98.45,0.0901,0.6336,0,0.029,0,0.5911,1.0,-0.0285,0,1,En crisis,1
UPIE-05982,MAT-05982,2022-II,2022,II,39,M,Callao,D,Nacional,Examen regular,Negocios,Contabilidad,10,156,20,11.27,14.37,4,0,0.771,Activo,885.99,Sin beca,0.0,0,0.0,0,0.0,0,66.0,15.2,2.5,13,73.3,1,1,2,2,2,80.9,85.6,1,1,43.4,76.0,63.1,63.6,43,1,6,76.9,43,0.8343,21.3,54,0.716,23,0,0,2,1,0.576,0.0,0,0.0,0.0767,0.7014,0,0.1116,1,0.6709,1.0,-0.0489,0,0,En seguimiento,2
UPIE-05983,MAT-05983,2017-II,2017,II,24,F,VES,C,Nacional,Examen regular,Ingeniería,Ing. Electrónica,5,79,18,9.77,10.26,6,2,0.752,Activo,1461.06,PRONABEC,1241.9,90,4940.99,0,0.0,0,62.0,15.3,7.8,8,69.9,5,4,2,2,2,80.9,84.4,1,2,9.6,50.8,70.8,61.3,82,0,0,96.1,84,-0.0402,32.4,34,0.308,16,0,0,1,1,0.729,0.0,0,0.0,0.1344,0.5516,0,0.0269,2,0.4963,1.0,0.5173,0,1,Vulnerable,1
UPIE-05984,MAT-05984,2020-II,2020,II,24,F,La Molina,B,Nacional,Beca PRONABEC,Negocios,Administración,1,16,15,13.54,11.63,0,0,0.924,Activo,2582.69,Beca parcial,1053.72,0,0.0,0,0.0,0,90.2,24.5,1.7,10,100.0,2,2,2,2,0,47.1,68.5,0,2,68.4,67.9,63.0,72.8,30,1,5,173.4,61,0.6025,34.2,51,0.73,15,0,0,1,0,0.826,0.0,0,0.0,-0.1714,0.7311,1,0.2422,3,0.662,1.0,0.0459,0,0,Comprometido,0
UPIE-05985,MAT-05985,2017-II,2017,II,37,M,Los Olivos,D,Privado elite,Examen regular,Ingeniería,Ing. Civil,6,106,15,8.85,13.33,5,0,0.7,Activo,634.05,Beca parcial,263.13,0,0.0,0,0.0,0,84.1,22.1,10.3,12,78.9,2,1,5,5,1,70.3,92.4,2,3,74.9,67.0,63.4,61.3,94,1,7,392.2,65,0.6573,29.2,46,0.626,21,1,0,0,0,0.725,0.0,0,0.0,0.2336,0.6202,0,0.2073,4,0.3519,1.0,-0.0616,1,1,Vulnerable,2
UPIE-05986,MAT-05986,2022-II,2022,II,24,F,SJL,A,Nacional,Examen regular,Ingeniería,Ing. Industrial,5,83,14,14.43,13.57,0,0,1.0,Activo,3164.92,PRONABEC,2690.18,30,3025.34,0,0.0,0,72.7,13.7,8.0,10,91.7,4,1,6,3,2,62.3,58.7,2,2,26.8,48.4,68.0,37.9,35,0,0,100.9,76,0.2403,24.5,54,0.496,1,0,0,1,0,0.599,0.0,1,20.64,0.0275,0.6323,0,0.0571,0,0.5685,1.0,0.0564,0,0,En seguimiento,4
UPIE-05987,MAT-05987,2019-II,2019,II,33,F,San Borja,D,Nacional,Examen regular,Negocios,Administración,5,72,19,10.43,13.97,9,0,0.55,Activo,480.13,Sin beca,0.0,0,0.0,0,0.0,0,93.3,31.4,0.0,12,57.5,1,2,2,3,2,39.5,59.3,0,0,33.5,65.2,68.8,61.0,84,1,2,300.0,55,0.2755,27.8,41,0.513,7,0,0,1,0,0.631,0.0,1,36.7,-0.1601,0.7203,0,0.0684,1,0.6063,1.0,-0.0633,0,1,En seguimiento,2
UPIE-05988,MAT-05988,2020-II,2020,II,33,M,Jesús María,A,Privado,Directivo,Arquitectura,Diseño Gráfico,9,131,17,12.02,16.0,2,0,0.93,Activo,3216.93,Sin beca,0.0,90,7578.63,1,2140.94,45,75.8,14.3,7.2,10,95.1,2,1,2,2,1,60.0,87.7,4,1,11.6,76.8,30.2,50.9,43,0,0,88.9,68,0.5919,23.7,42,0.562,12,0,0,2,1,0.8,0.0,1,31.33,-0.1027,0.6791,1,0.0656,2,0.6035,1.0,0.458,0,0,En seguimiento,0
UPIE-05989,MAT-05989,2019-I,2019,I,24,F,VES,C,Nacional,Examen regular,Ingeniería,Ing. Civil,5,85,19,16.71,12.45,0,0,0.935,Activo,961.31,Sin beca,0.0,0,0.0,0,0.0,0,85.8,26.0,8.7,16,100.0,6,2,0,3,0,79.0,98.0,1,3,56.6,61.5,58.6,44.6,55,0,0,113.3,118,0.3997,21.5,52,0.637,1,0,0,3,0,0.808,0.0,1,47.34,-0.207,0.7117,0,0.1669,3,0.7534,1.0,-0.0418,0,0,Estrella,3
UPIE-05990,MAT-05990,2022-II,2022,II,20,F,Los Olivos,C,Privado,Examen regular,Ingeniería,Ing. Electrónica,4,55,19,13.83,13.37,0,0,0.972,Activo,854.82,Convenio,367.53,0,0.0,0,0.0,0,88.9,23.2,3.8,5,92.5,2,4,1,3,1,65.5,80.7,0,0,36.8,31.5,85.5,62.0,95,1,4,250.6,49,0.1669,25.9,23,0.502,15,0,0,5,1,0.754,0.0,0,0.0,-0.0426,0.7834,0,0.0301,4,0.6387,1.0,-0.0016,0,0,Comprometido,0
UPIE-05991,MAT-05991,2023-II,2023,II,28,F,Otro,A,Privado,Traslado externo,Negocios,Administración,1,16,19,10.85,17.02,3,0,0.776,Egresado,3899.53,Sin beca,0.0,15,1687.72,0,0.0,0,84.9,28.8,0.8,11,68.3,6,5,1,0,1,46.5,89.0,0,3,44.0,77.6,100.0,73.5,-17,1,6,119.1,119,0.5425,22.6,32,0.443,16,0,0,3,0,0.865,3883.79,1,264.11,0.1253,0.733,0,0.0923,0,0.5751,1.0,0.0819,1,1,En seguimiento,3
UPIE-05992,MAT-05992,2020-II,2020,II,48,F,Surco,B,Nacional,Directivo,Negocios,Economía,5,68,20,12.65,10.97,2,2,0.857,Activo,1533.55,PRONABEC,1303.52,0,0.0,0,0.0,0,94.5,20.5,9.0,16,75.8,3,1,2,3,2,78.2,64.0,0,3,10.6,53.3,70.8,64.8,71,1,6,43.4,67,0.0322,30.6,16,0.485,13,0,0,1,1,0.9,0.0,0,0.0,-0.1307,0.832,1,0.0402,1,0.5081,1.0,0.0646,0,0,Comprometido,1
UPIE-05993,MAT-05993,2017-II,2017,II,16,M,Otro,B,Nacional,Traslado externo,Negocios,Contabilidad,1,15,18,15.04,13.76,0,0,0.993,Desertor,1624.87,Sin beca,0.0,0,0.0,1,3743.82,29,88.2,21.0,6.3,10,100.0,4,1,1,1,1,91.1,68.0,1,0,50.7,48.5,76.6,24.2,69,1,7,120.0,91,0.4734,29.4,19,0.613,13,0,0,3,1,0.523,0.0,0,0.0,-0.0449,0.697,0,0.0797,2,0.6867,5.0,0.0145,0,0,Estrella,0
UPIE-05994,MAT-05994,2017-II,2017,II,20,M,Magdalena,D,Nacional,Examen regular,Arquitectura,Diseño Interior,6,104,13,15.53,9.37,0,3,0.909,Activo,568.95,PRONABEC,483.61,30,485.73,1,2803.06,37,56.8,29.6,10.3,14,97.6,1,1,1,2,1,71.2,82.9,1,0,45.4,57.8,95.8,78.1,55,1,6,221.3,58,0.2097,34.1,44,0.412,0,1,0,1,1,0.66,0.0,0,0.0,-0.0208,0.8836,0,0.1022,3,0.6927,1.0,0.1143,1,0,En seguimiento,2
UPIE-05995,MAT-05995,2019-II,2019,II,32,F,San Borja,C,Nacional,Examen regular,Derecho,Derecho,4,54,18,10.64,15.58,7,0,0.647,Activo,1748.37,Beca parcial,924.56,0,0.0,0,0.0,0,98.2,26.3,9.7,14,68.8,8,8,1,1,0,37.9,83.2,0,5,53.0,51.0,73.2,66.4,32,1,5,109.9,116,0.3713,19.4,44,0.691,21,0,0,1,0,0.882,0.0,1,589.42,-0.1037,0.697,0,0.2362,4,0.6274,1.0,-0.0459,0,1,En seguimiento,1
UPIE-05996,MAT-05996,2020-I,2020,I,22,M,Otro,C,Privado,Examen regular,Humanidades,Psicología,9,118,16,15.15,8.44,0,1,0.864,Desertor,1208.71,Beca parcial,719.18,0,0.0,0,0.0,0,89.8,12.0,11.1,13,83.6,4,1,2,2,0,87.5,91.3,0,3,19.9,67.4,59.3,55.1,0,1,3,249.0,80,0.7944,23.9,34,0.655,14,1,0,2,0,0.761,0.0,0,0.0,-0.1712,0.7624,1,0.1161,0,0.6518,5.0,0.0404,0,0,Estrella,1
UPIE-05997,MAT-05997,2023-II,2023,II,30,M,VES,A,Privado,Beca PRONABEC,Humanidades,Traducción,5,69,18,9.83,12.84,3,0,0.9,Egresado,4212.94,Convenio,1993.27,15,1295.19,1,2574.45,9,79.7,19.7,9.7,15,93.6,4,0,1,4,0,41.0,84.4,0,2,25.2,42.5,70.7,100.0,7,1,5,41.3,85,0.1849,22.5,18,0.721,8,1,2,2,0,0.518,3675.82,1,916.53,-0.1005,0.7589,0,0.0141,1,0.6087,1.0,0.1082,0,1,Vulnerable,0
UPIE-05998,MAT-05998,2024-I,2024,I,35,F,San Borja,B,Nacional,Convenio empresa,Negocios,Economía,3,45,15,12.73,12.33,2,0,0.857,Desertor,2127.98,Sin beca,0.0,0,0.0,0,0.0,0,82.7,28.1,4.7,14,85.4,6,2,2,2,0,61.9,86.2,2,1,54.4,73.2,75.6,100.0,73,1,7,137.0,88,0.8002,20.4,46,0.449,13,0,0,2,1,0.65,0.0,1,73.59,-0.0547,0.6381,0,0.1552,2,0.6551,5.0,0.0385,0,0,Comprometido,2
UPIE-05999,MAT-05999,2024-I,2024,I,17,M,SJL,C,Nacional,Examen regular,Negocios,Economía,8,139,12,7.87,12.1,7,2,0.656,Activo,1036.53,PRONABEC,881.05,0,0.0,0,0.0,0,79.4,10.3,9.3,17,70.1,1,2,1,1,4,79.9,66.6,0,1,44.3,95.1,48.6,58.0,7,1,5,155.5,45,0.596,30.1,42,0.549,13,1,1,1,1,0.697,0.0,0,0.0,0.0785,0.5876,0,0.0287,3,0.6948,1.0,-0.0343,0,1,Vulnerable,4
UPIE-06000,MAT-06000,2018-I,2018,I,33,F,San Borja,C,Privado,Traslado externo,Negocios,Contabilidad,7,101,17,13.35,12.6,3,4,0.928,Egresado,1558.18,Sin beca,0.0,0,0.0,0,0.0,0,91.0,16.5,13.2,10,99.9,2,3,2,3,0,71.3,51.5,1,2,31.8,69.5,57.5,78.8,80,1,4,95.9,68,0.5957,18.4,52,0.502,22,1,0,2,1,0.7,5303.15,1,705.9,-0.1427,0.7896,0,0.176,4,0.5548,1.0,-0.0651,1,0,Comprometido,0
UPIE-06001,MAT-06001,2017-II,2017,II,37,M,Otro,A,Privado,Examen regular,Arquitectura,Diseño Gráfico,1,16,18,16.04,12.46,0,1,0.95,Activo,3642.41,Sin beca,0.0,0,0.0,0,0.0,0,67.4,21.4,9.1,12,97.5,1,2,2,1,0,65.4,64.0,2,1,63.2,100.0,96.8,77.0,50,0,0,600.0,62,0.382,19.0,18,0.623,10,0,0,1,1,0.628,0.0,1,66.22,-0.11,0.7183,0,0.3321,0,0.6779,1.0,-0.0188,0,0,En seguimiento,1
